PLAYER NAME|CLUB|LEAGUE|POS|OVR|PAC|SHO|PAS|DRI|DEF|PHY
Luke Shaw|Manchester Utd|Premier League|LB|87|86|86|86|90|70|77
Jonathan David|LOSC Lille|Ligue 1 Uber Eats|ST|87|96|68|80|84|82|78
Leonardo Bonucci|Piemonte Calcio|Serie A TIM|CB|87|89|78|86|83|80|84
Kyle Walker|Manchester City|Premier League|RB|87|84|49|69|76|87|85
Daniele Verde|Spezia|Serie A TIM|RW|87|90|78|85|85|82|75
Téji Savanier|Montpellier|Ligue 1 Uber Eats|CAM|87|93|83|78|90|42|64
Alexandre Pato|Orlando City|Major League Soccer|ST|87|89|78|82|83|84|84
Theo Hernández|Milan|Serie A TIM|LB|87|84|49|69|82|87|80
Alessandro Bastoni|Inter|Serie A TIM|CB|87|99|83|80|93|35|76
Sergej Milinković-Savić|Latium|Serie A TIM|CM|87|76|81|85|84|86|85
Oyarzabal|Real Sociedad|LaLiga Santander|LW|87|82|78|84|92|55|68
Rafael Leão|Milan|Serie A TIM|LW|87|94|78|81|89|31|61
Iago Aspas|RC Celta|LaLiga Santander|ST|87|90|87|74|88|47|87
Téji Savanier|Montpellier|Ligue 1 Uber Eats|CM|87|94|87|80|92|52|78
Ibrahim Sangaré|PSV|Eredivisie|CDM|87|80|37|72|74|88|81
Felipe Anderson|Latium|Serie A TIM|LM|87|86|85|91|87|46|71
Giovanni Simeone|Hellas Verona|Serie A TIM|ST|87|89|81|83|84|80|83
Aymeric Laporte|Manchester City|Premier League|CB|87|87|88|82|90|41|74
Azpilicueta|Chelsea|Premier League|RWB|87|72|78|84|82|85|84
Patson Daka|Leicester City|Premier League|ST|87|85|85|86|88|70|71
Kieran Trippier|Atlético de Madrid|LaLiga Santander|RB|87|90|85|77|85|35|82
Alan Browne|Preston|EFL Championship|CM|87|96|86|79|90|62|82
Pozuelo|Toronto FC|Major League Soccer|CAM|87|86|72|84|85|82|74
Fabrício|Portimonense SC|Liga Portugal|ST|87|88|82|83|88|39|61
Riyad Mahrez|Manchester City|Premier League|RM|87|81|78|86|83|85|83
Gerard Moreno|Villarreal CF|LaLiga Santander|ST|87|70|74|87|88|77|86
Houssem Aouar|OL|Ligue 1 Uber Eats|CM|87|87|80|89|83|53|57
Leonardo Spinazzola|Roma FC|Serie A TIM|LWB|87|82|66|73|83|82|77
Federico Valverde|Real Madrid|LaLiga Santander|CM|87|91|82|86|87|72|83
Jules Koundé|Sevilla FC|LaLiga Santander|CB|87|91|85|86|90|47|62
Lucas Vázquez|Real Madrid|LaLiga Santander|RW|87|90|72|85|86|84|66
Christian Pulisic|Chelsea|Premier League|LW|87|93|85|85|89|53|82
Federico Valverde|Real Madrid|LaLiga Santander|CM|87|86|86|87|90|41|84
Jules Koundé|Sevilla FC|LaLiga Santander|CB|87|93|63|82|85|83|85
Vinícius Jr.|Real Madrid|LaLiga Santander|LW|87|89|87|75|84|34|79
Etienne Capoue|Villarreal CF|LaLiga Santander|CM|87|78|85|86|85|87|88
Bernardo Silva|Manchester City|Premier League|CM|87|95|85|82|91|40|67
Kingsley Coman|FC Bayern München|Bundesliga|RM|87|87|89|87|88|57|82
Lukas Nmecha|VfL Wolfsburg|Bundesliga|ST|87|79|87|74|86|48|80
Federico Chiesa|Piemonte Calcio|Serie A TIM|RW|87|88|84|86|90|51|72
Andreas Christensen|Chelsea|Premier League|CB|87|86|63|65|68|90|87
Shunsuke Nakamura|Yokohama FC|Meiji Yasuda J1 League|CAM|87|86|48|70|74|87|86
Marcos Llorente|Atlético de Madrid|LaLiga Santander|CDM|87|89|87|89|88|43|75
Wissam Ben Yedder|AS Monaco|Ligue 1 Uber Eats|ST|87|78|84|92|85|71|78
Axel Witsel|Borussia Dortmund|Bundesliga|CDM|87|86|90|80|89|42|76
Julian Draxler|Paris SG|Ligue 1 Uber Eats|CAM|87|80|86|84|85|70|80
Morata|Piemonte Calcio|Serie A TIM|ST|87|94|89|78|86|43|80
Diogo Jota|Liverpool|Premier League|LW|87|85|65|82|81|86|75
João Cancelo|Manchester City|Premier League|LB|87|68|82|89|90|29|66
Riyad Mahrez|Manchester City|Premier League|RW|87|87|70|82|82|86|85
Franck Yannick Kessié|Milan|Serie A TIM|CDM|87|85|89|69|82|40|75
İlkay Gündoğan|Manchester City|Premier League|CM|87|86|88|70|83|41|79
David Silva|Real Sociedad|LaLiga Santander|CAM|87|87|88|74|88|40|70
N'Golo Kanté|Chelsea|Premier League|CDM|87|88|87|71|80|43|86
Filip Kostić|Frankfurt|Bundesliga|LM|87|88|88|78|86|43|70
Matteo Politano|Napoli|Serie A TIM|RM|87|88|83|82|87|40|82
Jesús Navas|Sevilla FC|LaLiga Santander|RB|87|82|62|80|80|88|83
Arnaut Danjuma|Villarreal CF|LaLiga Santander|LW|87|77|71|80|80|86|85
Nabil Fekir|Real Betis|LaLiga Santander|CAM|87|88|80|83|90|41|67
Hamari Traoré|Stade Rennais FC|Ligue 1 Uber Eats|RB|87|78|65|82|79|85|78
Alexander Isak|Real Sociedad|LaLiga Santander|ST|87|82|44|58|55|87|87
Arturo Vidal|Inter|Serie A TIM|CM|87|86|87|85|88|42|76
Rodrygo|Real Madrid|LaLiga Santander|RW|87|78|47|77|77|86|85
Anderson Talisca|Al Nassr|MBS Pro League|CF|87|80|86|87|87|47|82
André Silva|RB Leipzig|Bundesliga|ST|87|90|86|75|89|40|64
Joe Cole|Premier League||RW|87|76|88|76|76|53|84
Iván Córdoba|Serie A TIM||CB|87|87|88|85|87|44|81
Dayot Upamecano|FC Bayern München|Bundesliga|CB|87|68|83|90|78|66|76
Steven Berghuis|Ajax|Eredivisie|RW|87|70|60|78|73|90|83
David Beckham|Icons|Icons|CM|87|84|47|61|61|85|87
Davor Šuker|Icons|Icons|ST|87|84|88|70|81|40|75
Bastian Schweinsteiger|Icons|Icons|LM|87|91|78|84|87|40|60
Philipp Lahm|Icons|Icons|LB|87|88|59|82|80|83|80
Samuel Eto'o|Icons|Icons|ST|87|88|87|85|90|41|64
Ashley Cole|Icons|Icons|LB|87|83|79|84|91|41|58
Juan Román Riquelme|Icons|Icons|CAM|87|81|88|67|82|35|67
Gianluca Zambrotta|Icons|Icons|LB|87|82|42|60|68|90|81
Ian Wright|Icons|Icons|ST|87|80|77|87|87|45|63
Ian Rush|Icons|Icons|ST|87|91|87|73|87|47|68
Kenny Dalglish|Icons|Icons|ST|87|86|88|71|86|40|72
Didier Drogba|Icons|Icons|ST|87|76|85|85|87|39|73
Hugo Sánchez|Icons|Icons|ST|87|88|88|84|89|40|70
John Barnes|Icons|Icons|LW|87|93|82|79|87|43|68
Carlos Alberto|Icons|Icons|CB|87|85|84|77|82|44|71
Michaël Essien|Icons|Icons|CDM|87|77|85|73|78|41|70
Kaká|Icons|Icons|CAM|87|74|62|68|70|87|90
Guardiola|Icons|Icons|CDM|87|86|87|67|81|39|77
Sol Campbell|Icons|Icons|CB|87|84|86|86|90|40|60
Rivaldo|Icons|Icons|CAM|87|87|89|84|90|42|73
Claude Makélélé|Icons|Icons|CDM|87|81|82|82|84|81|86
Sócrates|Icons|Icons|CAM|87|67|84|83|80|56|71
Emilio Butragueño|Icons|Icons|ST|87|97|73|82|85|80|80
Alan Shearer|Icons|Icons|ST|87|71|89|75|87|33|69
Hristo Stoichkov|Icons|Icons|ST|87|81|53|75|74|89|81
Paul Scholes|Icons|Icons|CM|87|83|81|86|87|48|69
Bobby Moore|Icons|Icons|CB|87|81|76|82|91|36|65
Marcel Desailly|Icons|Icons|CB|87|71|81|86|86|65|83
Gary Lineker|Icons|Icons|ST|87|84|61|80|81|82|76
Ryan Giggs|Icons|Icons|LM|87|79|68|88|80|80|72
Javier Zanetti|Icons|Icons|LB|87|64|61|87|91|79|67
Gianfranco Zola|Icons|Icons|CF|87|61|38|65|68|88|88
Jay-Jay Okocha|Icons|Icons|RM|87|80|73|84|84|86|82
Filippo Inzaghi|Icons|Icons|ST|87|73|76|89|88|72|66
Fabio Cannavaro|Icons|Icons|CB|87|57|42|58|61|90|86
Deco|Icons|Icons|CAM|87|74|53|75|70|89|88
Luis Hernández|Icons|Icons|ST|87|88|85|83|85|70|81
Hernán Crespo|Icons|Icons|ST|87|81|32|64|67|87|89
Dennis Bergkamp|Icons|Icons|CF|87|85|82|87|86|64|73
Alessandro Del Piero|Icons|Icons|CF|87|96|86|80|90|38|79
Thierry Henry|Icons|Icons|LW|87|74|87|72|82|41|86
Henrik Larsson|Icons|Icons|ST|87|90|62|78|80|85|89
Miroslav Klose|Icons|Icons|ST|87|87|85|83|90|36|53
Gennaro Gattuso|Icons|Icons|CDM|87|91|88|84|90|59|74
Ciro Immobile|Latium|Serie A TIM|ST|87|92|62|82|84|83|84
Paulo Dybala|Piemonte Calcio|Serie A TIM|CF|87|86|81|86|90|54|64
Robin van Persie|Icons|Icons|ST|87|72|76|82|81|82|81
Leon Goretzka|FC Bayern München|Bundesliga|CM|87|78|80|87|88|40|69
Thomas Müller|FC Bayern München|Bundesliga|CAM|87|86|86|80|87|45|81
Achraf Hakimi|Paris SG|Ligue 1 Uber Eats|RB|87|82|55|80|81|82|81
Sergio Agüero|FC Barcelona|LaLiga Santander|ST|87|75|54|74|77|87|84
Frenkie de Jong|FC Barcelona|LaLiga Santander|CM|87|94|90|86|88|40|80
Marquinhos|Paris SG|Ligue 1 Uber Eats|CB|87|65|76|88|88|53|54
Ángel Di María|Paris SG|Ligue 1 Uber Eats|RW|87|83|84|87|85|76|81
Jadon Sancho|Manchester Utd|Premier League|RM|87|89|88|80|83|41|90
Paul Pogba|Manchester Utd|Premier League|CM|87|85|88|82|86|45|80
Andrew Robertson|Liverpool|Premier League|LB|87|82|56|82|82|84|83
Trent Alexander-Arnold|Liverpool|Premier League|RB|87|87|77|85|90|68|73
Marco Verratti|Paris SG|Ligue 1 Uber Eats|CM|87|81|78|84|86|85|89
Rúben Dias|Manchester City|Premier League|CB|87|84|66|77|75|88|85
David Alaba|Real Madrid|LaLiga Santander|CB|87|92|75|80|85|80|81
Luka Modrić|Real Madrid|LaLiga Santander|CM|87|72|76|86|83|80|81
Willi Orban|RB Leipzig|Bundesliga|CB|86|98|87|85|90|40|85
Gabriel Paulista|Valencia CF|LaLiga Santander|CB|86|72|58|79|75|87|81
Ivan Perišić|Inter|Serie A TIM|LM|86|77|42|71|75|88|86
Jonathan Tah|Leverkusen|Bundesliga|CB|86|71|76|79|80|86|89
Jonas Hofmann|M'gladbach|Bundesliga|RM|86|91|80|84|86|70|82
Luis Díaz|Liverpool|Premier League|LW|86|91|60|80|83|82|80
Borja Iglesias|Real Betis|LaLiga Santander|ST|86|81|84|86|88|48|71
Christian Günter|SC Freiburg|Bundesliga|LWB|86|82|50|76|80|86|91
Dries Mertens|Napoli|Serie A TIM|CAM|86|63|49|71|71|88|84
Morales|Levante UD|LaLiga Santander|ST|86|87|86|76|83|57|87
Hamari Traoré|Stade Rennais FC|Ligue 1 Uber Eats|RB|86|87|86|73|86|48|81
Muniain|Athletic Club|LaLiga Santander|LM|86|92|81|87|91|38|68
Marcelo Brozović|Inter|Serie A TIM|CDM|86|92|85|85|87|52|70
Emil Forsberg|RB Leipzig|Bundesliga|CAM|86|87|86|88|87|42|73
Mehdi Taremi|FC Porto|Liga Portugal|LW|86|97|85|84|88|40|72
Carvajal|Real Madrid|LaLiga Santander|LB|86|93|74|81|86|80|82
John Stones|Manchester City|Premier League|CB|86|82|50|57|66|87|89
Martin Terrier|Stade Rennais FC|Ligue 1 Uber Eats|LW|86|93|84|72|85|37|72
David Silva|Real Sociedad|LaLiga Santander|CAM|86|87|88|81|87|41|63
Benjamin Bourigeaud|Stade Rennais FC|Ligue 1 Uber Eats|RW|86|92|80|84|84|83|87
Andy Delort|OGC Nice|Ligue 1 Uber Eats|ST|86|76|65|84|80|82|75
Eran Zahavi|PSV|Eredivisie|ST|86|84|85|85|89|50|70
Luke Shaw|Manchester Utd|Premier League|LWB|86|80|77|82|88|81|81
Otávio|FC Porto|Liga Portugal|RM|86|85|84|89|88|40|74
Aurélien Tchouaméni|AS Monaco|Ligue 1 Uber Eats|CDM|86|84|83|88|88|68|81
Jan Vertonghen|SL Benfica|Liga Portugal|CB|86|93|84|72|85|37|72
Jonathan Clauss|RC Lens|Ligue 1 Uber Eats|RWB|86|96|81|81|91|34|76
Koke|Atlético de Madrid|LaLiga Santander|CDM|86|90|40|72|74|86|87
Keita Baldé|Cagliari|Serie A TIM|ST|86|90|78|74|84|31|68
Azpilicueta|Chelsea|Premier League|RWB|86|90|60|78|85|81|87
Pau Torres|Villarreal CF|LaLiga Santander|CB|86|96|83|85|87|66|82
Tomáš Souček|West Ham|Premier League|CDM|86|90|87|76|82|36|70
Filip Kostić|Frankfurt|Bundesliga|LM|86|84|82|83|85|87|90
Odriozola|Fiorentina|Serie A TIM|RB|86|90|83|81|89|52|72
Vincenzo Grifo|SC Freiburg|Bundesliga|CM|86|77|76|85|92|75|77
Alexander Djiku|Strasbourg|Ligue 1 Uber Eats|CB|86|75|60|61|70|86|88
Joel Matip|Liverpool|Premier League|CB|86|75|86|85|86|48|64
Reece James|Chelsea|Premier League|RWB|86|66|81|92|84|72|78
Ivan Toney|Brentford|Premier League|ST|86|85|86|85|89|40|82
Giovanni Simeone|Hellas Verona|Serie A TIM|ST|86|79|87|68|85|35|95
Everton|SL Benfica|Liga Portugal|LM|86|93|83|86|89|74|79
Edin Višća|Trabzonspor|Süper Lig|RM|86|87|40|58|75|87|85
Steven Berghuis|Ajax|Eredivisie|CM|86|91|67|81|85|84|81
Galeno|SC Braga|Liga Portugal|LM|86|81|40|60|71|86|89
Jonathan Clauss|RC Lens|Ligue 1 Uber Eats|RWB|86|85|87|86|87|56|81
Cristian Romero|Spurs|Premier League|CB|86|88|86|84|87|40|75
Timo Werner|Chelsea|Premier League|LW|86|82|42|76|81|87|89
Juanmi|Real Betis|LaLiga Santander|LM|86|91|86|83|88|47|80
James Tavernier|Rangers|cinch Premiership|RB|86|82|71|82|82|82|79
Kieran Trippier|Newcastle Utd|Premier League|RB|86|98|75|80|91|46|58
Julian Brandt|Borussia Dortmund|Bundesliga|CAM|86|72|87|74|82|48|79
Georginio Wijnaldum|Paris SG|Ligue 1 Uber Eats|CM|86|81|79|89|85|52|67
Dimitri Payet|OM|Ligue 1 Uber Eats|CF|86|85|86|80|89|41|72
Orkun Kökçü|Feyenoord|Eredivisie|CM|86|80|63|79|77|86|86
Timo Werner|Chelsea|Premier League|LW|86|81|87|79|87|42|77
Jérémy Doku|Stade Rennais FC|Ligue 1 Uber Eats|RW|86|85|86|85|89|40|73
Miles Robinson|Atlanta United|Major League Soccer|CB|86|89|90|88|88|56|69
Kylian Mbappé|Paris SG|Ligue 1 Uber Eats|LW|86|85|84|89|88|40|74
Christian Günter|SC Freiburg|Bundesliga|LB|86|92|86|77|85|52|82
Junya Ito|KRC Genk|1A Pro League|RM|86|88|83|84|91|47|66
Pierre-Emerick Aubame...|FC Barcelona|LaLiga Santander|ST|86|61|63|73|70|87|81
Emre Can|Borussia Dortmund|Bundesliga|CM|86|84|85|85|89|50|70
Thomas Müller|FC Bayern München|Bundesliga|CAM|86|82|87|79|87|43|77
Tanguy Ndombele|OL|Ligue 1 Uber Eats|CDM|86|96|72|80|84|78|79
Matthijs de Ligt|Piemonte Calcio|Serie A TIM|CB|86|90|76|84|89|71|70
Marco Reus|Borussia Dortmund|Bundesliga|CAM|86|80|77|76|83|84|89
James Ward-Prowse|Southampton|Premier League|CM|86|89|86|78|87|44|78
Nabil Fekir|Real Betis|LaLiga Santander|CAM|86|91|90|80|90|55|75
Aleksandar Mitrović|Fulham|EFL Championship|ST|86|92|66|85|83|85|85
Jeremie Frimpong|Leverkusen|Bundesliga|RM|86|84|80|84|85|81|85
Ibañez|Roma FC|Serie A TIM|CB|86|82|50|68|78|89|86
Miranda|Real Betis|LaLiga Santander|LB|86|95|89|82|87|50|80
Mohammed Salisu|Southampton|Premier League|CB|86|85|47|68|72|86|85
Anderson Talisca|Al Nassr|MBS Pro League|CAM|86|86|83|73|86|49|85
Ianis Hagi|Rangers|cinch Premiership|CF|86|83|75|86|85|86|85
Takehiro Tomiyasu|Arsenal|Premier League|CB|86|86|85|87|87|60|74
Cody Gakpo|PSV|Eredivisie|LM|86|93|88|80|86|32|85
Lucas Digne|Aston Villa|Premier League|LB|86|84|74|88|85|84|90
Moussa Diaby|Leverkusen|Bundesliga|LM|86|88|81|84|88|41|74
Edin Džeko|Inter|Serie A TIM|ST|86|93|85|80|91|37|80
Hakim Ziyech|Chelsea|Premier League|RW|86|90|63|76|87|84|84
Wissam Ben Yedder|AS Monaco|Ligue 1 Uber Eats|ST|86|90|87|83|85|60|82
Malang Sarr|Chelsea|Premier League|CB|86|78|42|72|75|90|88
Patrik Schick|Leverkusen|Bundesliga|ST|86|84|83|86|94|74|84
Domenico Berardi|Sassuolo|Serie A TIM|RW|86|97|72|77|86|80|80
André Silva|RB Leipzig|Bundesliga|ST|86|66|82|88|82|73|74
Harry Wilson|Fulham|EFL Championship|CAM|86|87|84|86|90|36|53
Dimitri Payet|OM|Ligue 1 Uber Eats|CF|86|87|87|82|90|36|53
Ollie Watkins|Aston Villa|Premier League|ST|86|98|83|76|91|46|89
Saïd Benrahma|West Ham|Premier League|CAM|86|91|86|82|90|52|77
Piqué|FC Barcelona|LaLiga Santander|CB|86|85|34|70|73|89|82
Julian Brandt|Borussia Dortmund|Bundesliga|CAM|86|87|59|77|85|84|84
Patrik Schick|Leverkusen|Bundesliga|ST|86|87|59|77|80|87|84
Achraf Hakimi|Paris SG|Ligue 1 Uber Eats|RB|86|92|85|79|91|38|68
Bukayo Saka|Arsenal|Premier League|RM|86|98|75|86|91|46|89
Franck Yannick Kessié|Milan|Serie A TIM|CAM|86|88|89|82|90|52|77
Mehdi Taremi|FC Porto|Liga Portugal|ST|86|85|34|70|73|87|84
Morales|Levante UD|LaLiga Santander|ST|86|69|77|85|81|80|83
Kieran Tierney|Arsenal|Premier League|LB|86|72|39|73|77|87|86
Mattéo Guendouzi|OM|Ligue 1 Uber Eats|CDM|86|73|79|88|89|63|62
Çağlar Söyüncü|Leicester City|Premier League|CB|86|95|81|82|93|45|72
Romain Alessandrini|Qingdao FC|Chinese Football Association Super League|ST|86|94|86|72|82|44|87
Dayot Upamecano|FC Bayern München|Bundesliga|CB|86|99|82|79|92|34|74
Lautaro Martínez|Inter|Serie A TIM|ST|86|66|81|87|88|74|73
Oghenekaro Etebo|Watford|Premier League|CM|86|90|56|75|85|84|79
Jason Berthomier|Clermont Foot 63|Ligue 1 Uber Eats|CAM|86|89|85|77|90|60|78
Jonathan David|LOSC Lille|Ligue 1 Uber Eats|ST|86|84|87|80|85|48|85
Djibril Sow|Frankfurt|Bundesliga|CM|86|80|89|80|89|32|75
Junior Messias|Milan|Serie A TIM|CAM|86|91|84|81|88|45|64
Wilfried Zaha|Crystal Palace|Premier League|LF|86|64|43|60|64|87|86
Nélson Semedo|Wolves|Premier League|RWB|86|66|59|70|73|87|82
Embarba|RCD Espanyol|LaLiga Santander|LW|86|84|72|76|85|82|87
Pau Torres|Villarreal CF|LaLiga Santander|CB|86|81|80|82|83|82|87
Adel Taarabt|SL Benfica|Liga Portugal|CM|86|82|54|67|75|83|86
Alphonso Davies|FC Bayern München|Bundesliga|LB|86|79|81|84|88|75|83
Youri Tielemans|Leicester City|Premier League|CDM|86|90|78|74|84|31|68
Dries Mertens|Napoli|Serie A TIM|CF|86|74|84|84|95|71|81
Dries Mertens|Napoli|Serie A TIM|CF|86|87|83|83|96|45|65
Adama Traoré|Wolves|Premier League|RW|86|94|81|85|89|43|78
Ángel Correa|Atlético de Madrid|LaLiga Santander|ST|86|86|53|73|85|86|85
Joe Gomez|Liverpool|Premier League|CB|86|75|86|86|85|81|85
Nicolás Tagliafico|Ajax|Eredivisie|LB|86|87|84|86|88|41|78
Nicolás Tagliafico|Ajax|Eredivisie|LB|86|91|87|78|88|42|79
Everton|SL Benfica|Liga Portugal|LM|86|84|80|87|90|74|73
Adama Traoré|Wolves|Premier League|RW|86|84|87|82|88|37|66
Ángel Correa|Atlético de Madrid|LaLiga Santander|ST|86|66|79|89|87|59|61
Joe Gomez|Liverpool|Premier League|CB|86|79|76|84|89|82|84
Jordan Henderson|Liverpool|Premier League|CM|86|86|87|81|83|67|84
Alessandro Bastoni|Inter|Serie A TIM|CB|86|86|70|81|83|86|84
Hakan Çalhanoğlu|Inter|Serie A TIM|CM|86|93|81|82|89|33|81
Antony|Ajax|Eredivisie|RW|86|93|81|89|87|44|65
Victor Osimhen|Napoli|Serie A TIM|ST|86|91|84|77|86|79|80
Vinícius Jr.|Real Madrid|LaLiga Santander|LW|86|90|83|82|87|47|70
Antoine Griezmann|Atlético de Madrid|LaLiga Santander|ST|86|78|87|84|87|73|83
İlkay Gündoğan|Manchester City|Premier League|CM|86|85|75|93|89|77|75
Manquillo|Newcastle Utd|Premier League|RB|86|85|85|74|89|77|75
Karim Benzema|Real Madrid|LaLiga Santander|ST|86|84|46|71|68|87|81
Raúl Jiménez|Wolves|Premier League|ST|86|88|86|80|89|38|60
Andrej Kramarić|TSG Hoffenheim|Bundesliga|ST|86|96|85|80|81|43|58
Gregoire Defrel|Sassuolo|Serie A TIM|CAM|86|85|87|76|89|48|87
Felipe|Atlético de Madrid|LaLiga Santander|CB|86|76|51|60|82|87|82
Leonardo Bonucci|Piemonte Calcio|Serie A TIM|CB|86|72|83|87|87|45|79
Josh Laurent|Reading|EFL Championship|CDM|86|79|72|83|82|85|80
Mateus Uribe|FC Porto|Liga Portugal|CM|86|89|72|83|86|83|82
Calvin Mac-Intosch|SC Cambuur|Eredivisie|CB|86|73|80|87|83|73|73
Lucas Paquetá|OL|Ligue 1 Uber Eats|ST|86|84|57|72|75|87|84
Kylian Mbappé|Paris SG|Ligue 1 Uber Eats|LW|86|93|84|82|86|53|74
Dele Alli|Spurs|Premier League|CAM|86|83|71|82|86|82|82
Marco Asensio|Real Madrid|LaLiga Santander|RW|86|83|79|83|85|83|86
Giovanni Reyna|Borussia Dortmund|Bundesliga|CAM|86|78|88|86|88|42|70
Éder Militão|Real Madrid|LaLiga Santander|CB|86|84|85|81|87|44|71
Marco van Ginkel|PSV|Eredivisie|CM|86|66|60|74|68|88|82
Lincoln|Santa Clara|Liga Portugal|CAM|86|79|69|81|80|85|90
Karlan Grant|West Brom|EFL Championship|ST|86|85|84|86|90|77|80
Christopher Nkunku|RB Leipzig|Bundesliga|ST|86|81|82|85|89|59|70
Iago Aspas|RC Celta|LaLiga Santander|ST|86|83|84|83|85|42|64
Luis Alberto|Latium|Serie A TIM|CM|86|83|84|84|85|31|81
Marcos Acuña|Sevilla FC|LaLiga Santander|LB|86|70|80|82|82|80|87
Robin Gosens|Bergamo Calcio|Serie A TIM|LM|86|95|74|79|83|79|84
Robin Gosens|Bergamo Calcio|Serie A TIM|LM|86|89|82|83|90|43|76
Dejan Kulusevski|Piemonte Calcio|Serie A TIM|RW|86|80|86|83|82|70|80
Jonathan Bamba|LOSC Lille|Ligue 1 Uber Eats|LM|86|83|84|84|85|31|81
Alphonso Davies|FC Bayern München|Bundesliga|LB|86|86|81|82|89|58|60
Yannick Carrasco|Atlético de Madrid|LaLiga Santander|LM|86|86|84|84|87|48|63
Kevin-Prince Boateng|Hertha Berlin|Bundesliga|CAM|86|81|86|86|88|53|73
Christopher Nkunku|RB Leipzig|Bundesliga|CAM|86|80|76|81|81|88|87
Christopher Nkunku|RB Leipzig|Bundesliga|CAM|86|87|88|76|88|45|76
Antonio Rüdiger|Chelsea|Premier League|CB|86|88|86|75|83|44|71
Ousmane Dembélé|FC Barcelona|LaLiga Santander|RW|86|78|83|86|88|62|77
Moussa Diaby|Leverkusen|Bundesliga|LW|86|85|88|75|84|45|66
Marko Arnautović|Bologna|Serie A TIM|ST|86|87|81|82|86|45|77
Sebastián Coates|Sporting CP|Liga Portugal|CB|86|82|49|64|65|87|82
Dušan Tadić|Ajax|Eredivisie|LW|86|67|77|84|82|83|83
David Alaba|Real Madrid|LaLiga Santander|CB|86|85|64|71|77|82|93
Renan Lodi|Atlético de Madrid|LaLiga Santander|LB|86|87|85|77|89|42|78
Youri Tielemans|Leicester City|Premier League|CM|86|80|74|82|88|79|80
Edmond Tapsoba|Leverkusen|Bundesliga|CB|86|89|71|84|85|82|63
Stephan El Shaarawy|Roma FC|Serie A TIM|LW|86|55|55|73|74|87|80
Fred|Manchester Utd|Premier League|CDM|86|91|72|82|84|82|84
Seko Fofana|RC Lens|Ligue 1 Uber Eats|CM|86|82|83|86|87|61|84
Josip Iličić|Bergamo Calcio|Serie A TIM|CF|86|72|86|86|78|80|83
Roberto Firmino|Liverpool|Premier League|CF|86|77|85|80|86|50|71
Serge Gnabry|FC Bayern München|Bundesliga|RM|86|70|85|88|78|80|81
Matthias Ginter|M'gladbach|Bundesliga|CB|86|75|86|85|82|70|76
Benjamin André|LOSC Lille|Ligue 1 Uber Eats|CDM|86|84|86|66|77|40|75
Ryan Gravenberch|Ajax|Eredivisie|CM|86|66|70|81|77|88|87
Florian Wirtz|Leverkusen|Bundesliga|CAM|86|90|82|84|87|46|77
Oyarzabal|Real Sociedad|LaLiga Santander|LW|86|78|86|70|78|40|75
Memphis Depay|FC Barcelona|LaLiga Santander|CF|86|84|86|70|80|37|81
Sergej Milinković-Savić|Latium|Serie A TIM|CM|86|70|67|77|75|86|81
Theo Hernández|Milan|Serie A TIM|LWB|86|88|90|67|85|32|71
Joaquín Correa|Inter|Serie A TIM|CF|86|86|86|74|84|46|72
Marcel Sabitzer|FC Bayern München|Bundesliga|CM|86|84|86|67|85|35|64
Memphis Depay|FC Barcelona|LaLiga Santander|CF|86|75|65|73|71|87|82
Phil Foden|Manchester City|Premier League|LW|86|88|78|79|87|48|65
Pedro|Latium|Serie A TIM|LW|86|80|80|86|82|83|78
Antoine Griezmann|Atlético de Madrid|LaLiga Santander|ST|86|81|75|80|79|86|89
Thomas Delaney|Sevilla FC|LaLiga Santander|CDM|86|92|80|79|81|81|78
Robbie Keane|Premier League||ST|86|82|81|85|85|64|66
Sami Al Jaber|MBS Pro League||ST|86|76|45|68|58|88|89
Aleksandr Mostovoi|LaLiga Santander||CAM|86|87|83|77|81|37|76
Ole Gunnar Solskjær|Premier League||ST|86|83|87|87|86|59|85
Freddie Ljungberg|Premier League||LM|86|85|84|70|80|52|73
Raphaël Varane|Manchester Utd|Premier League|CB|86|67|69|78|78|85|83
Manuel Locatelli|Piemonte Calcio|Serie A TIM|CDM|86|63|72|86|90|70|66
Denzel Dumfries|Inter|Serie A TIM|RB|86|68|46|60|59|89|85
Gabriel Jesus|Manchester City|Premier League|RW|86|87|78|85|90|36|45
Nicolò Barella|Inter|Serie A TIM|CM|86|81|28|51|65|87|85
Jesús Navas|Sevilla FC|LaLiga Santander|RB|86|82|49|64|65|87|82
Thiago Silva|Chelsea|Premier League|CB|86|93|76|79|88|30|60
Gianluca Zambrotta|Icons|Icons|RWB|86|80|77|82|88|81|81
John Barnes|Icons|Icons|CAM|86|42|62|79|80|82|75
Michael Ballack|Icons|Icons|CM|86|79|86|77|84|46|73
Raúl|Icons|Icons|CF|86|50|83|90|81|71|69
Steven Gerrard|Icons|Icons|CDM|86|86|69|81|83|77|71
Frank Lampard|Icons|Icons|CM|86|80|41|53|69|87|84
David Trezeguet|Icons|Icons|ST|86|61|70|77|78|82|82
Roy Keane|Icons|Icons|CM|86|63|50|72|69|86|80
Pavel Nedvěd|Icons|Icons|LM|86|80|76|83|91|54|67
Ruud van Nistelrooy|Icons|Icons|ST|86|81|79|81|90|38|60
Christian Vieri|Icons|Icons|ST|86|82|79|85|90|48|66
